time,temperature_2m_max,temperature_2m_min,precipitation_sum
2013-01-01,28.3,23.1,15.2
2013-01-02,27.1,22.6,19.0
2013-01-03,28.2,23.2,21.2
2013-01-04,28.9,22.4,7.6
2013-01-05,26.1,22.9,94.6
2013-01-06,27.5,22.7,16.0
2013-01-07,29.9,22.4,7.5
2013-01-08,28.5,22.5,0.9
2013-01-09,27.9,22.7,10.0
2013-01-10,30.4,24.0,0.6
2013-01-11,30.3,24.8,1.3
2013-01-12,30.1,24.0,5.1
2013-01-13,28.9,23.2,17.5
2013-01-14,27.8,22.9,9.2
2013-01-15,28.2,22.2,13.9
2013-01-16,27.8,22.6,5.5
2013-01-17,29.2,21.8,7.6
2013-01-18,29.0,22.5,6.3
2013-01-19,29.4,22.4,9.2
2013-01-20,28.8,23.4,27.8
2013-01-21,29.6,22.5,7.7
2013-01-22,29.3,22.3,7.5
2013-01-23,29.1,22.7,16.9
2013-01-24,26.0,22.9,13.7
2013-01-25,28.8,22.4,3.5
2013-01-26,28.7,21.9,14.1
2013-01-27,29.5,21.8,8.3
2013-01-28,28.4,21.7,12.3
2013-01-29,29.8,22.1,17.2
2013-01-30,29.0,22.0,26.4
2013-01-31,28.4,22.9,19.4
2013-02-01,27.6,23.0,16.3
2013-02-02,27.0,22.8,4.7
2013-02-03,25.7,22.3,19.9
2013-02-04,28.4,21.6,3.0
2013-02-05,29.2,23.3,7.4
2013-02-06,29.8,23.4,0.2
2013-02-07,29.6,23.1,0.2
2013-02-08,29.8,23.7,0.2
2013-02-09,29.9,23.5,1.2
2013-02-10,28.7,22.5,8.0
2013-02-11,28.1,23.1,1.8
2013-02-12,28.8,23.5,20.1
2013-02-13,28.8,23.7,4.8
2013-02-14,28.6,23.2,4.7
2013-02-15,28.3,21.8,8.8
2013-02-16,27.7,21.9,6.5
2013-02-17,28.5,22.3,15.6
2013-02-18,28.0,22.1,7.9
2013-02-19,27.8,23.4,16.5
2013-02-20,28.1,22.9,11.3
2013-02-21,29.1,22.0,3.0
2013-02-22,29.6,23.7,10.2
2013-02-23,27.7,22.6,11.1
2013-02-24,29.3,23.7,10.1
2013-02-25,30.7,23.1,8.9
2013-02-26,30.1,23.7,18.4
2013-02-27,29.8,23.1,10.4
2013-02-28,30.3,22.4,7.1
2013-03-01,29.4,23.5,4.1
2013-03-02,28.6,23.3,17.0
2013-03-03,28.5,23.1,4.5
2013-03-04,29.6,23.1,7.1
2013-03-05,28.8,22.6,15.5
2013-03-06,28.8,22.8,12.8
2013-03-07,29.1,22.3,7.1
2013-03-08,28.7,24.6,11.8
2013-03-09,27.7,22.2,15.0
2013-03-10,29.2,22.5,27.6
2013-03-11,28.7,22.0,2.1
2013-03-12,28.4,22.9,9.2
2013-03-13,29.2,23.1,5.0
2013-03-14,27.9,22.9,26.6
2013-03-15,28.7,22.5,42.7
2013-03-16,27.4,22.3,26.3
2013-03-17,27.8,22.1,18.9
2013-03-18,27.5,22.8,18.0
2013-03-19,28.4,22.2,2.3
2013-03-20,30.1,21.7,0.0
2013-03-21,29.3,20.9,1.1
2013-03-22,30.0,22.8,0.2
2013-03-23,29.2,22.7,2.7
2013-03-24,29.1,22.3,2.0
2013-03-25,29.7,22.2,0.8
2013-03-26,29.6,22.7,3.0
2013-03-27,29.5,23.2,13.1
2013-03-28,29.3,22.5,3.2
2013-03-29,34.6,24.3,17.1
2013-03-30,29.3,23.8,4.2
2013-03-31,29.8,22.6,8.0
2013-04-01,29.6,23.3,4.2
2013-04-02,29.2,22.9,6.4
2013-04-03,28.2,24.7,4.5
2013-04-04,28.3,23.3,9.4
2013-04-05,29.3,23.1,10.0
2013-04-06,28.6,23.1,12.1
2013-04-07,27.5,22.9,18.7
2013-04-08,28.2,22.7,1.3
2013-04-09,29.1,23.4,6.9
2013-04-10,29.4,23.0,4.8
2013-04-11,29.0,22.4,18.4
2013-04-12,27.8,22.7,18.0
2013-04-13,28.3,22.7,1.2
2013-04-14,28.1,24.2,8.7
2013-04-15,27.7,23.4,7.4
2013-04-16,28.7,22.2,3.7
2013-04-17,28.5,22.8,7.1
2013-04-18,26.2,22.7,19.9
2013-04-19,29.1,22.7,5.8
2013-04-20,28.3,22.3,1.6
2013-04-21,29.5,21.7,0.0
2013-04-22,29.5,22.8,4.4
2013-04-23,28.6,23.0,7.0
2013-04-24,27.8,22.5,3.3
2013-04-25,29.1,22.8,0.3
2013-04-26,29.3,20.9,0.0
2013-04-27,28.9,23.9,0.0
2013-04-28,28.3,22.7,0.4
2013-04-29,29.6,22.8,0.0
2013-04-30,30.1,21.8,0.0
2013-05-01,29.9,21.8,0.4
2013-05-02,29.8,21.7,0.0
2013-05-03,29.6,22.3,0.0
2013-05-04,30.6,22.9,0.2
2013-05-05,30.5,22.7,0.0
2013-05-06,30.3,23.7,0.1
2013-05-07,30.2,23.8,0.4
2013-05-08,29.1,24.0,13.7
2013-05-09,29.9,22.4,0.7
2013-05-10,29.5,22.9,0.2
2013-05-11,29.1,23.1,0.0
2013-05-12,28.8,23.5,3.2
2013-05-13,28.1,23.5,2.8
2013-05-14,29.4,24.1,1.1
2013-05-15,26.8,23.7,13.0
2013-05-16,28.8,23.5,4.1
2013-05-17,29.0,23.1,8.9
2013-05-18,29.2,22.8,18.5
2013-05-19,28.4,22.1,3.0
2013-05-20,29.0,23.9,0.7
2013-05-21,28.9,23.5,1.2
2013-05-22,28.9,22.9,1.3
2013-05-23,29.1,23.5,6.3
2013-05-24,28.7,22.6,0.1
2013-05-25,27.9,23.8,2.7
2013-05-26,28.5,22.8,7.0
2013-05-27,26.8,22.7,15.3
2013-05-28,27.8,21.9,6.0
2013-05-29,28.3,22.8,2.6
2013-05-30,28.4,22.7,1.9
2013-05-31,27.6,23.2,1.8
2013-06-01,27.0,23.3,0.6
2013-06-02,27.3,23.0,1.5
2013-06-03,28.0,23.1,4.0
2013-06-04,28.6,23.2,4.6
2013-06-05,27.8,23.5,7.7
2013-06-06,27.6,22.7,4.2
2013-06-07,28.1,23.3,12.1
2013-06-08,27.5,22.5,4.0
2013-06-09,28.4,22.3,23.0
2013-06-10,30.2,21.8,10.4
2013-06-11,27.9,22.7,4.3
2013-06-12,27.8,22.3,0.5
2013-06-13,26.8,22.7,7.5
2013-06-14,27.4,22.0,25.2
2013-06-15,29.1,21.9,3.2
2013-06-16,27.5,22.8,14.9
2013-06-17,26.9,22.7,5.0
2013-06-18,27.2,22.2,10.0
2013-06-19,28.2,23.0,3.4
2013-06-20,28.8,22.0,1.9
2013-06-21,28.3,23.2,1.7
2013-06-22,28.5,23.2,1.8
2013-06-23,28.0,23.0,1.1
2013-06-24,28.8,23.0,0.5
2013-06-25,29.5,22.5,1.8
2013-06-26,29.2,21.8,0.0
2013-06-27,28.4,22.7,1.6
2013-06-28,28.2,22.4,2.2
2013-06-29,28.3,23.4,1.1
2013-06-30,28.8,24.0,0.0
2013-07-01,27.6,22.3,3.3
2013-07-02,27.6,23.0,8.1
2013-07-03,27.4,21.9,17.8
2013-07-04,28.8,21.4,3.3
2013-07-05,29.1,20.5,0.0
2013-07-06,28.6,21.2,0.0
2013-07-07,29.5,21.3,0.0
2013-07-08,29.5,21.8,0.0
2013-07-09,29.0,23.5,0.6
2013-07-10,27.9,23.2,2.7
2013-07-11,28.0,21.7,5.6
2013-07-12,27.5,22.2,2.5
2013-07-13,28.0,21.5,3.2
2013-07-14,27.8,21.6,4.6
2013-07-15,28.4,21.4,1.2
2013-07-16,28.8,21.4,0.0
2013-07-17,29.2,22.5,0.0
2013-07-18,28.8,21.8,0.0
2013-07-19,29.2,21.6,0.0
2013-07-20,29.0,20.9,0.0
2013-07-21,28.4,20.9,0.0
2013-07-22,28.7,21.8,0.1
2013-07-23,29.2,22.7,0.0
2013-07-24,28.6,22.1,1.7
2013-07-25,28.8,22.5,0.0
2013-07-26,29.0,22.4,0.0
2013-07-27,29.2,23.5,0.0
2013-07-28,29.7,22.5,0.0
2013-07-29,29.4,21.3,0.0
2013-07-30,28.8,21.0,0.0
2013-07-31,29.4,20.4,0.0
2013-08-01,30.1,21.6,0.0
2013-08-02,30.1,22.2,0.0
2013-08-03,29.1,21.5,0.0
2013-08-04,29.4,20.9,0.0
2013-08-05,29.7,21.2,0.2
2013-08-06,29.2,23.0,0.0
2013-08-07,30.4,21.6,0.0
2013-08-08,29.7,21.9,0.0
2013-08-09,29.9,23.5,0.0
2013-08-10,30.7,22.7,0.0
2013-08-11,30.2,21.2,0.0
2013-08-12,29.1,19.6,0.0
2013-08-13,28.9,19.9,0.0
2013-08-14,29.8,20.2,0.0
2013-08-15,30.3,22.0,0.0
2013-08-16,31.3,22.8,0.2
2013-08-17,31.7,22.8,0.0
2013-08-18,31.2,21.0,0.0
2013-08-19,30.3,20.6,0.0
2013-08-20,31.3,22.6,0.0
2013-08-21,31.4,21.6,0.0
2013-08-22,32.0,21.4,0.0
2013-08-23,31.1,20.8,0.0
2013-08-24,30.5,21.8,0.0
2013-08-25,30.8,20.0,0.0
2013-08-26,31.2,19.6,0.0
2013-08-27,31.0,21.5,0.0
2013-08-28,31.5,22.6,0.0
2013-08-29,31.7,22.5,0.0
2013-08-30,31.3,23.9,1.0
2013-08-31,30.9,21.8,0.0
2013-09-01,31.4,22.1,0.0
2013-09-02,32.2,21.0,0.0
2013-09-03,31.8,23.2,0.0
2013-09-04,32.4,22.9,0.0
2013-09-05,31.5,21.9,0.0
2013-09-06,30.9,22.1,0.0
2013-09-07,31.4,20.2,0.0
2013-09-08,31.3,21.0,0.0
2013-09-09,32.7,20.5,0.0
2013-09-10,32.2,20.9,0.0
2013-09-11,31.8,20.3,0.0
2013-09-12,31.2,22.7,0.0
2013-09-13,31.5,23.9,0.7
2013-09-14,32.2,23.2,0.0
2013-09-15,32.2,23.2,0.0
2013-09-16,31.5,23.0,0.0
2013-09-17,32.1,23.7,0.2
2013-09-18,32.5,23.6,0.1
2013-09-19,32.0,23.5,0.0
2013-09-20,32.4,21.0,0.0
2013-09-21,34.2,22.1,0.0
2013-09-22,33.4,22.5,0.0
2013-09-23,32.3,22.1,0.0
2013-09-24,33.2,23.9,0.0
2013-09-25,34.0,24.0,0.0
2013-09-26,33.9,22.0,0.0
2013-09-27,32.9,23.3,0.0
2013-09-28,32.8,22.8,0.0
2013-09-29,32.6,22.1,0.0
2013-09-30,32.6,21.8,0.0
2013-10-01,33.0,22.6,0.0
2013-10-02,32.7,22.5,0.0
2013-10-03,33.0,24.2,0.0
2013-10-04,33.5,22.6,0.0
2013-10-05,33.7,23.9,0.5
2013-10-06,33.0,22.8,0.0
2013-10-07,33.4,23.0,0.0
2013-10-08,33.3,21.9,0.0
2013-10-09,33.5,22.6,0.0
2013-10-10,33.3,24.1,0.0
2013-10-11,33.5,24.0,0.0
2013-10-12,34.5,24.5,0.0
2013-10-13,34.2,24.4,0.0
2013-10-14,34.2,23.7,0.0
2013-10-15,33.1,22.7,0.0
2013-10-16,32.0,23.8,0.0
2013-10-17,31.3,24.8,0.5
2013-10-18,34.1,23.0,3.6
2013-10-19,32.6,22.8,0.9
2013-10-20,33.3,22.9,0.0
2013-10-21,32.8,23.3,0.7
2013-10-22,33.1,22.7,1.1
2013-10-23,33.3,23.6,0.0
2013-10-24,33.4,23.7,0.0
2013-10-25,33.7,24.0,1.1
2013-10-26,32.4,24.0,0.0
2013-10-27,32.3,21.7,0.2
2013-10-28,32.8,23.8,0.0
2013-10-29,32.6,24.3,0.1
2013-10-30,31.8,23.7,3.7
2013-10-31,33.1,23.1,0.2
2013-11-01,33.0,21.5,1.3
2013-11-02,32.7,23.0,0.0
2013-11-03,32.6,23.0,0.0
2013-11-04,33.4,23.3,0.0
2013-11-05,34.0,23.6,1.7
2013-11-06,33.2,24.4,1.8
2013-11-07,33.3,23.8,1.7
2013-11-08,33.3,24.6,0.0
2013-11-09,33.8,23.6,0.0
2013-11-10,34.0,23.6,0.0
2013-11-11,32.9,24.0,0.7
2013-11-12,33.0,24.5,4.1
2013-11-13,33.3,25.3,4.0
2013-11-14,30.8,24.1,10.5
2013-11-15,27.8,23.1,19.4
2013-11-16,29.7,23.4,8.6
2013-11-17,28.6,23.5,9.5
2013-11-18,28.5,22.6,8.7
2013-11-19,28.0,22.7,7.6
2013-11-20,27.5,22.5,12.6
2013-11-21,28.3,22.8,4.6
2013-11-22,29.1,23.0,0.9
2013-11-23,29.3,22.6,0.6
2013-11-24,29.0,24.7,1.4
2013-11-25,28.3,23.9,19.1
2013-11-26,28.0,22.8,13.5
2013-11-27,27.5,22.5,14.5
2013-11-28,28.8,22.5,13.0
2013-11-29,27.8,23.5,3.9
2013-11-30,30.1,21.9,0.1
2013-12-01,28.8,24.5,2.3
2013-12-02,29.0,24.6,3.5
2013-12-03,30.1,24.3,6.4
2013-12-04,28.8,22.2,6.0
2013-12-05,27.8,23.9,2.0
2013-12-06,28.3,23.5,3.6
2013-12-07,28.2,23.2,7.2
2013-12-08,28.8,22.4,8.7
2013-12-09,29.3,22.9,8.3
2013-12-10,28.9,22.4,2.2
2013-12-11,28.6,23.7,17.6
2013-12-12,27.3,22.6,18.1
2013-12-13,28.0,22.6,9.3
2013-12-14,28.0,22.4,12.6
2013-12-15,27.4,22.0,25.3
2013-12-16,29.1,22.9,17.4
2013-12-17,27.3,22.0,38.0
2013-12-18,29.5,22.5,25.2
2013-12-19,27.7,22.2,13.4
2013-12-20,28.1,22.9,20.6
2013-12-21,29.1,22.9,20.9
2013-12-22,28.5,22.4,35.1
2013-12-23,28.6,21.7,18.6
2013-12-24,29.9,21.3,1.1
2013-12-25,31.5,23.4,5.5
2013-12-26,30.0,22.6,0.4
2013-12-27,30.6,21.3,0.0
2013-12-28,30.8,21.4,0.0
2013-12-29,30.6,22.0,0.0
2013-12-30,28.9,23.7,4.4
2013-12-31,27.5,23.0,9.5
2014-01-01,27.8,22.3,8.1
2014-01-02,28.6,21.9,10.9
2014-01-03,29.9,22.2,17.9
2014-01-04,28.2,22.2,12.7
2014-01-05,27.8,22.0,13.6
2014-01-06,27.0,22.5,20.5
2014-01-07,28.7,23.1,5.3
2014-01-08,28.8,21.7,8.4
2014-01-09,29.7,22.6,18.1
2014-01-10,27.4,22.5,7.4
2014-01-11,26.9,22.6,13.8
2014-01-12,27.0,22.7,9.0
2014-01-13,29.0,23.3,2.5
2014-01-14,29.8,22.2,4.3
2014-01-15,29.3,22.9,4.6
2014-01-16,29.2,24.4,2.2
2014-01-17,28.4,23.7,0.4
2014-01-18,26.4,22.3,62.0
2014-01-19,27.7,23.4,5.7
2014-01-20,27.7,23.5,5.9
2014-01-21,27.3,23.6,8.0
2014-01-22,28.7,23.3,12.0
2014-01-23,27.1,23.6,5.1
2014-01-24,26.2,22.3,10.1
2014-01-25,27.2,22.1,5.4
2014-01-26,29.2,22.1,17.0
2014-01-27,29.4,21.4,6.9
2014-01-28,28.6,22.8,9.8
2014-01-29,28.8,21.7,6.5
2014-01-30,29.1,23.8,3.4
2014-01-31,29.2,23.8,5.0
2014-02-01,29.6,23.6,5.3
2014-02-02,27.6,24.1,7.8
2014-02-03,28.3,23.6,14.5
2014-02-04,27.3,23.2,6.8
2014-02-05,27.8,22.1,12.2
2014-02-06,28.7,23.2,2.9
2014-02-07,28.3,23.2,13.0
2014-02-08,27.5,23.2,10.5
2014-02-09,28.8,22.5,11.7
2014-02-10,29.5,23.1,0.9
2014-02-11,29.9,23.9,4.5
2014-02-12,30.3,22.6,0.1
2014-02-13,29.7,23.5,9.6
2014-02-14,28.9,21.8,29.8
2014-02-15,29.2,21.6,10.0
2014-02-16,29.2,21.7,21.8
2014-02-17,28.3,21.2,17.1
2014-02-18,28.8,22.1,12.9
2014-02-19,27.9,21.7,4.7
2014-02-20,29.0,20.9,6.3
2014-02-21,27.2,21.4,11.6
2014-02-22,27.3,21.4,23.3
2014-02-23,27.4,21.5,0.9
2014-02-24,28.5,21.7,4.2
2014-02-25,28.7,21.6,16.5
2014-02-26,28.6,21.7,2.7
2014-02-27,28.3,22.3,3.8
2014-02-28,28.4,21.6,22.2
2014-03-01,29.0,22.2,0.9
2014-03-02,29.1,23.1,7.9
2014-03-03,29.1,22.6,9.7
2014-03-04,29.7,22.5,19.7
2014-03-05,29.2,21.3,25.3
2014-03-06,29.4,21.1,0.2
2014-03-07,29.0,23.4,5.7
2014-03-08,29.4,22.3,6.2
2014-03-09,28.6,22.6,9.8
2014-03-10,28.5,22.4,8.9
2014-03-11,28.1,22.5,6.9
2014-03-12,29.0,22.6,6.9
2014-03-13,26.7,22.8,11.5
2014-03-14,27.8,21.6,4.2
2014-03-15,28.7,23.1,4.7
2014-03-16,28.8,23.4,6.5
2014-03-17,28.4,22.5,12.3
2014-03-18,29.0,21.9,8.8
2014-03-19,30.6,21.1,0.5
2014-03-20,29.2,22.8,13.0
2014-03-21,27.2,22.5,6.7
2014-03-22,28.2,22.9,3.4
2014-03-23,29.8,22.9,4.4
2014-03-24,29.0,21.6,3.5
2014-03-25,29.6,24.4,0.0
2014-03-26,29.5,23.2,0.0
2014-03-27,29.7,21.4,0.0
2014-03-28,29.5,23.5,1.3
2014-03-29,28.8,23.5,2.7
2014-03-30,28.7,23.1,0.5
2014-03-31,30.0,23.8,0.9
2014-04-01,30.1,22.9,0.7
2014-04-02,30.8,23.1,0.5
2014-04-03,29.5,24.1,0.9
2014-04-04,30.0,23.3,3.2
2014-04-05,29.1,22.1,2.6
2014-04-06,28.5,23.9,3.6
2014-04-07,29.9,22.6,10.8
2014-04-08,28.5,21.9,20.9
2014-04-09,29.2,21.6,2.1
2014-04-10,28.2,23.3,4.5
2014-04-11,28.5,22.6,12.3
2014-04-12,29.0,22.3,14.2
2014-04-13,27.9,22.7,4.8
2014-04-14,29.2,21.9,1.9
2014-04-15,29.6,21.7,6.0
2014-04-16,29.3,23.4,2.1
2014-04-17,29.6,21.9,0.0
2014-04-18,29.5,22.1,0.2
2014-04-19,28.4,23.8,2.5
2014-04-20,29.0,23.5,1.1
2014-04-21,28.8,24.6,0.8
2014-04-22,29.3,23.3,2.7
2014-04-23,27.9,23.4,2.6
2014-04-24,28.2,23.5,4.5
2014-04-25,28.0,22.8,8.5
2014-04-26,28.7,23.5,6.1
2014-04-27,29.2,22.2,4.5
2014-04-28,30.4,23.1,0.2
2014-04-29,29.7,21.8,1.2
2014-04-30,28.9,23.7,1.2
2014-05-01,28.9,23.7,2.4
2014-05-02,29.2,23.6,0.3
2014-05-03,28.8,23.2,1.1
2014-05-04,28.1,23.4,1.4
2014-05-05,28.2,23.8,2.6
2014-05-06,30.1,22.8,0.0
2014-05-07,30.4,22.6,0.0
2014-05-08,30.9,22.7,0.0
2014-05-09,30.0,24.0,1.1
2014-05-10,30.5,22.4,0.0
2014-05-11,30.7,24.7,0.0
2014-05-12,30.6,23.0,1.4
2014-05-13,30.0,23.6,1.1
2014-05-14,28.9,24.0,4.1
2014-05-15,29.0,23.4,2.2
2014-05-16,29.6,23.9,0.0
2014-05-17,30.1,23.2,0.1
2014-05-18,30.8,23.2,0.0
2014-05-19,30.7,21.8,0.0
2014-05-20,29.7,22.8,3.0
2014-05-21,29.1,23.0,1.6
2014-05-22,30.2,22.6,0.0
2014-05-23,30.5,22.8,0.0
2014-05-24,29.9,22.9,0.0
2014-05-25,29.9,24.1,0.7
2014-05-26,30.1,23.6,0.2
2014-05-27,31.5,23.0,1.1
2014-05-28,31.4,22.7,0.0
2014-05-29,30.5,23.9,0.1
2014-05-30,31.7,21.9,0.0
2014-05-31,31.3,21.8,0.0
2014-06-01,31.0,22.2,0.0
2014-06-02,31.0,22.3,0.0
2014-06-03,30.7,22.9,1.3
2014-06-04,30.8,23.3,0.0
2014-06-05,31.3,23.6,0.0
2014-06-06,31.2,23.3,0.0
2014-06-07,31.3,23.5,0.0
2014-06-08,31.4,22.9,0.0
2014-06-09,30.8,23.0,0.0
2014-06-10,31.4,23.1,0.0
2014-06-11,31.6,24.2,0.4
2014-06-12,30.5,22.7,0.5
2014-06-13,30.6,23.2,0.7
2014-06-14,31.5,23.0,0.0
2014-06-15,30.8,24.3,0.0
2014-06-16,30.5,23.8,1.3
2014-06-17,29.3,23.6,2.5
2014-06-18,29.6,22.6,0.5
2014-06-19,29.7,23.4,0.4
2014-06-20,30.7,23.4,0.5
2014-06-21,29.9,22.8,0.0
2014-06-22,31.2,22.9,2.0
2014-06-23,29.4,22.3,1.5
2014-06-24,28.7,23.3,3.1
2014-06-25,29.8,22.7,1.7
2014-06-26,30.0,23.5,0.7
2014-06-27,30.1,22.8,0.0
2014-06-28,29.6,20.9,0.0
2014-06-29,29.8,21.9,0.0
2014-06-30,30.2,20.7,0.0
2014-07-01,30.1,21.2,0.0
2014-07-02,30.6,21.5,0.0
2014-07-03,29.8,23.1,0.4
2014-07-04,30.6,23.3,1.5
2014-07-05,30.7,23.6,0.0
2014-07-06,30.0,23.0,0.6
2014-07-07,29.9,22.8,0.8
2014-07-08,31.1,22.9,0.4
2014-07-09,30.1,23.2,0.0
2014-07-10,30.4,23.4,0.0
2014-07-11,30.1,22.5,0.0
2014-07-12,30.0,23.5,0.7
2014-07-13,27.8,25.1,8.5
2014-07-14,29.4,22.8,0.1
2014-07-15,29.0,22.7,0.0
2014-07-16,29.9,22.1,0.0
2014-07-17,30.4,21.7,0.0
2014-07-18,30.3,21.1,0.0
2014-07-19,30.3,23.6,0.0
2014-07-20,29.5,22.9,0.1
2014-07-21,31.0,22.0,0.0
2014-07-22,31.1,22.3,0.0
2014-07-23,30.7,23.4,0.8
2014-07-24,31.0,20.7,0.0
2014-07-25,30.2,22.3,1.4
2014-07-26,31.1,21.6,0.9
2014-07-27,31.1,20.9,0.0
2014-07-28,31.1,22.0,0.0
2014-07-29,31.2,21.7,0.1
2014-07-30,30.3,23.1,0.0
2014-07-31,30.5,21.4,0.0
2014-08-01,31.2,21.9,0.1
2014-08-02,30.4,23.1,0.9
2014-08-03,30.8,22.3,0.0
2014-08-04,30.5,21.4,0.0
2014-08-05,30.2,24.2,0.0
2014-08-06,30.7,21.6,0.0
2014-08-07,31.5,22.3,0.0
2014-08-08,31.0,22.1,0.0
2014-08-09,31.8,22.9,0.0
2014-08-10,31.5,22.1,0.0
2014-08-11,31.2,22.9,0.3
2014-08-12,31.1,21.8,0.0
2014-08-13,30.6,22.0,0.0
2014-08-14,31.6,19.9,0.0
2014-08-15,31.6,22.2,0.0
2014-08-16,31.1,22.3,0.0
2014-08-17,31.1,21.4,0.0
2014-08-18,30.4,20.3,0.0
2014-08-19,31.3,20.4,0.0
2014-08-20,31.5,21.7,0.0
2014-08-21,30.2,24.5,0.0
2014-08-22,31.2,22.5,0.6
2014-08-23,30.9,23.6,0.0
2014-08-24,32.3,23.4,0.2
2014-08-25,31.3,21.8,0.0
2014-08-26,31.0,21.7,0.0
2014-08-27,31.1,20.9,0.0
2014-08-28,31.5,19.7,0.0
2014-08-29,31.3,20.5,0.0
2014-08-30,31.4,19.2,0.0
2014-08-31,31.1,22.4,0.0
2014-09-01,30.7,19.9,0.0
2014-09-02,30.9,21.6,0.0
2014-09-03,30.4,20.4,0.0
2014-09-04,30.4,19.5,0.0
2014-09-05,30.7,22.0,0.0
2014-09-06,30.8,22.8,0.1
2014-09-07,31.3,22.4,0.0
2014-09-08,32.5,20.7,0.0
2014-09-09,32.0,21.2,0.0
2014-09-10,32.0,21.0,0.0
2014-09-11,32.4,21.3,0.0
2014-09-12,32.8,23.3,0.0
2014-09-13,33.3,22.3,0.0
2014-09-14,33.7,20.7,0.0
2014-09-15,33.2,22.8,0.0
2014-09-16,31.9,21.7,0.0
2014-09-17,31.5,21.1,0.0
2014-09-18,32.4,21.8,0.0
2014-09-19,32.6,21.7,0.0
2014-09-20,31.2,23.2,0.7
2014-09-21,32.9,21.8,0.0
2014-09-22,32.9,22.2,0.0
2014-09-23,33.5,22.5,0.0
2014-09-24,33.3,22.7,0.0
2014-09-25,33.8,22.1,0.0
2014-09-26,32.9,21.9,0.0
2014-09-27,33.2,20.2,0.0
2014-09-28,33.0,21.9,0.0
2014-09-29,33.5,22.1,0.0
2014-09-30,32.7,23.1,0.0
2014-10-01,33.5,21.8,0.0
2014-10-02,33.0,20.0,0.0
2014-10-03,33.3,22.4,0.0
2014-10-04,33.2,22.1,0.0
2014-10-05,33.6,23.2,0.0
2014-10-06,33.4,24.1,0.0
2014-10-07,33.2,23.6,0.0
2014-10-08,35.0,22.3,0.0
2014-10-09,34.4,23.2,0.0
2014-10-10,34.4,23.0,0.0
2014-10-11,35.4,23.2,0.0
2014-10-12,34.2,21.3,0.0
2014-10-13,32.6,22.7,0.0
2014-10-14,32.3,23.2,0.0
2014-10-15,33.2,23.1,0.0
2014-10-16,33.1,23.6,0.5
2014-10-17,32.9,23.4,0.0
2014-10-18,33.3,21.7,0.0
2014-10-19,33.8,23.2,0.0
2014-10-20,33.2,24.4,0.0
2014-10-21,33.1,21.9,0.0
2014-10-22,33.4,22.4,0.0
2014-10-23,34.4,23.7,0.0
2014-10-24,33.0,21.5,0.0
2014-10-25,33.0,21.3,0.0
2014-10-26,33.5,22.5,0.0
2014-10-27,33.6,22.5,0.0
2014-10-28,33.8,23.0,0.1
2014-10-29,33.7,23.8,0.9
2014-10-30,33.1,24.4,0.4
2014-10-31,34.8,22.1,0.0
2014-11-01,35.2,20.8,0.0
2014-11-02,34.8,22.0,0.0
2014-11-03,34.4,21.3,0.0
2014-11-04,33.6,23.0,0.0
2014-11-05,34.1,22.4,0.0
2014-11-06,34.4,24.7,0.0
2014-11-07,33.5,25.5,0.5
2014-11-08,32.8,25.5,2.0
2014-11-09,31.2,25.0,3.5
2014-11-10,30.8,25.6,2.8
2014-11-11,32.9,24.0,0.1
2014-11-12,32.5,23.8,0.6
2014-11-13,33.5,23.8,5.3
2014-11-14,32.7,22.1,0.0
2014-11-15,31.6,25.1,0.1
2014-11-16,30.8,24.8,2.0
2014-11-17,31.8,25.1,1.4
2014-11-18,31.0,22.9,4.7
2014-11-19,30.4,23.2,2.2
2014-11-20,31.5,22.9,0.6
2014-11-21,32.7,24.1,0.0
2014-11-22,32.2,26.4,0.6
2014-11-23,31.5,25.5,2.2
2014-11-24,31.7,25.7,1.7
2014-11-25,30.6,25.7,3.5
2014-11-26,32.5,24.0,0.1
2014-11-27,31.5,25.5,1.0
2014-11-28,31.9,24.3,6.7
2014-11-29,32.6,23.9,19.0
2014-11-30,32.6,24.0,21.4
2014-12-01,28.2,23.5,22.6
2014-12-02,27.9,23.2,26.7
2014-12-03,26.6,22.8,18.0
2014-12-04,28.6,22.6,24.2
2014-12-05,29.0,22.3,8.2
2014-12-06,31.9,22.7,46.5
2014-12-07,28.7,22.4,5.3
2014-12-08,30.5,23.2,0.8
2014-12-09,30.9,23.8,8.2
2014-12-10,29.0,23.4,14.8
2014-12-11,27.6,23.4,62.3
2014-12-12,27.7,22.6,11.6
2014-12-13,27.5,23.3,4.1
2014-12-14,28.5,23.8,3.0
2014-12-15,28.9,23.4,4.5
2014-12-16,29.1,23.7,12.5
2014-12-17,28.6,22.1,22.7
2014-12-18,29.6,22.5,10.6
2014-12-19,26.4,22.7,21.5
2014-12-20,27.8,23.4,8.3
2014-12-21,29.0,23.1,8.0
2014-12-22,28.2,24.4,9.6
2014-12-23,28.9,23.4,11.2
2014-12-24,30.0,22.9,3.5
2014-12-25,28.2,24.0,5.1
2014-12-26,28.5,23.0,11.3
2014-12-27,28.8,23.1,20.3
2014-12-28,28.8,23.3,10.1
2014-12-29,29.5,24.0,5.3
2014-12-30,29.6,22.8,36.7
2014-12-31,28.2,23.2,3.3
2015-01-01,29.0,23.6,22.6
2015-01-02,28.3,23.0,8.3
2015-01-03,28.2,22.6,8.8
2015-01-04,29.5,22.2,13.4
2015-01-05,28.7,22.1,16.5
